Risk,AI,Elevation,ET,GDP,GSH,GSS,Population,Precipitation,Slope,Soil_OC,Temperature,TWI,Urban,WTD,Longitude,Latitude,airport,Finishing_textiles,Firefighting_training,Landfill,Manufacture_articles,Manufacture_fabricated_metal,Manufacture_organic_basic,Manufacture_petroleum,Manufacture_plastics,Manufacture_pulp_paper,Manufacture_rubber,Military,PFAS_production,Sewerage,Tanning_dressing,WWTP
0,12092,511.5,852,595223.25,3,4,64,131,0.598626614,71,15.89999962,-2,0,-1.297016861,12.50416667,48.07083333,48381,247667,570997,21315,41840,12634,242409,28159,20564,5841,58081,21060,20103,35205,277554,14573
0,11340,173.5,878,33441.41016,3,3,26,54,1.291907787,87,14.80000019,-3,0,-11.47478447,-3.0375,48.0625,44588,148484,346731,40067,44542,297005,22929,102560,51230,43032,290139,43197,429320,44752,828828,6028
0,7224,169.5,920,,3,3,70,62,4.028750896,62,16.20000076,-4,0,-0.015259022,3.3625,48.0625,25647,59234,181518,15849,62976,156770,100218,70395,54185,48337,98141,116761,150347,58856,617281,15548
0,8631,203,914,678075,3,3,1,77,0.921022534,62,15.69999981,-8,0,-0.091554131,4.779166667,48.0625,63463,56789,265266,25335,109192,208186,107916,152649,88032,67748,47987,64539,121581,62195,550430,62365
0,12561,584,870,,2,1,61,97,6.479416847,110,14.5,-11,0,-16.3729305,6.570833333,48.0625,34679,91001,305149,32811,6118,209775,119500,105874,23224,6288,93893,34601,141621,53224,443569,4857
0,15263,848.5,830,,2,1,29,110,4.630802155,135,12.80000019,-33,0,-27.0389868,6.770833333,48.0625,43402,79037,308214,27914,14132,205065,117780,94550,32657,14831,100972,43352,151287,49072,431381,13981
1,5735,191,967,20960836,4,5,575,61,0.492663503,45,17.79999924,0,1,-1.312275883,7.345833333,48.0625,5361,53672,320518,5220,7382,197431,92861,69626,3232,12725,72362,78000,183128,21478,397488,2466
1,6451,187,965,13157728,4,5,181,64,0.177699968,62,17.70000076,0,0,-0.762951095,7.4125,48.0625,6601,52237,322261,5100,10832,197147,90854,67874,3665,10628,68815,78799,183230,19323,393683,5550
0,6584,186,964,13557140,4,5,123,65,0.190643191,45,17.60000038,0,0,-0.442511635,7.420833333,48.0625,6991,52088,322484,5413,10214,197120,90619,67677,4154,10012,68384,78920,182798,18796,393209,5794
1,9352,183,964,1126891.125,4,5,97,84,0.356758416,62,17.79999924,-1,1,-0.091554131,7.554166667,48.0625,15425,50697,326171,10916,715,196971,87384,65239,13517,959,61935,81464,176040,11669,385692,2389
0,10128,182,966,362506.2188,4,5,155,90,0.061874468,69,17.79999924,-2,0,-0.045777066,7.595833333,48.0625,18364,50657,327374,9662,2887,197030,86584,64767,16573,3185,60116,82484,173987,10424,383368,1890
0,9550,217,966,10626273,3,3,233,104,0.474161148,39.88999939,17.60000038,-1,0,-3.356984817,7.854166667,48.0625,34171,54523,335335,19030,22018,198513,84075,65093,35673,22255,51662,89340,161972,17710,369236,10256
0,21162,1059.5,804,,1,1,218,148,18.1995697,89,11.69999981,-2,0,-8.728160525,8.004166667,48.0625,36534,59583,340343,29274,33161,200244,84636,67794,46799,24008,49612,78286,155633,26005,361265,16193
0,11504,760,811,6001953.5,3,4,276,97,0.658669591,64,13.89999962,-1,1,-22.2323949,8.495833333,48.0625,10108,84854,358572,36378,59212,210148,96130,86577,40044,26587,40160,42355,139013,12688,336521,3150
0,12601,636,838,,2,3,96,136,2.411904812,77,14.80000019,-2,0,-13.47371633,10.54583333,48.0625,24210,129668,457074,37591,10392,154965,217016,72468,48951,10407,103919,20612,162024,29893,267046,3910
0,11834,606,850,4672302.5,3,3,31,127,0.876569986,92,15,0,0,-0.900282292,10.72916667,48.0625,13171,138351,467161,31015,7036,141381,229728,58873,43598,7027,115846,7006,148464,40381,264436,2060
0,11719,430,846,69513800,2,3,203,130,4.238706589,71,16,-7,0,-1.907377737,12.22083333,48.0625,35234,228295,554190,40506,30505,31764,251532,47945,39767,24379,52118,34995,39355,21693,270289,1105
0,6555,104.5,951,,4,4,76,53,0.33011207,45,16.20000076,-9,0,-0.076295109,1.295833333,48.05416667,6020,117252,116140,4378,68937,190206,131038,132806,55877,51292,49946,35292,163808,44588,729596,43365
0,6425,132.5,972,802954.875,3,3,10,51,0.511152744,45,16.20000076,-4,0,-15.39635309,1.579166667,48.05416667,15060,116913,116498,14009,89991,178636,116045,114689,38285,70771,53214,15294,153507,26970,713530,26516
0,6989,127.5,942,1682652.125,4,5,11,59,1.121299744,45,16.29999924,-4,0,-16.12878614,2.9125,48.05416667,49091,90914,159883,20665,41896,153015,88098,61893,73887,18585,75988,86001,140722,71695,641048,14518
0,7230,135,943,,3,3,12,62,0.947544694,62,16.5,-1,0,-0.106813153,3.7125,48.05416667,27779,37846,199601,8349,84339,165800,115044,86965,51712,29766,99597,109065,163541,39620,600575,18765
0,9221,189.5,904,,3,3,13,74,3.810638428,62,15.69999981,-12,0,-0.015259022,4.504166667,48.05416667,46835,40004,247162,33554,125995,195695,120425,134690,82562,49720,66434,71118,130254,46064,563348,46252
0,11107,406.5,896,,2,2,11,91,2.129639626,87,15.39999962,-8,0,-6.378271153,6.204166667,48.05416667,31716,100386,302178,30349,19612,220026,105235,128890,27489,23058,67422,32308,125816,68410,465879,24890
1,5806,193,962,1810164.25,4,4,117,61,0.445068061,45,17.70000076,-2,0,-1.037613489,7.329166667,48.05416667,6582,53230,320963,6669,6547,196598,92567,70961,4760,12785,72655,77967,181582,22830,397855,1943
1,5878,193,966,3857754.5,3,3,576,61,0.485023499,62,17.70000076,-1,0,-0.366216526,7.370833333,48.05416667,6259,52201,322032,5503,9427,196384,91238,69797,3333,13811,70372,79180,184066,21628,395466,2453
0,9835,189,960,26678846,4,4,181,97,0.358828336,59,17.70000076,-6,0,-0.854505226,7.729166667,48.05416667,28187,50894,332218,11114,12818,196632,83830,65157,26516,13083,54246,87237,168349,11489,375386,10447
0,9790,193,961,26678846,3,3,181,97,0.915046215,59,17.70000076,-5,0,-0.030518044,7.7375,48.05416667,28791,51030,332475,11531,13433,196682,83752,65173,27131,13696,53971,87511,167964,11878,374929,10230
0,18310,916.5,786,18123532,1,1,36,129,5.0411129,89,12.39999962,-40,0,-0.045777066,8.145833333,48.05416667,29405,65061,346130,39202,43714,201549,85611,72669,53766,17547,47241,68020,150948,30347,353239,5630
0,19016,956.5,780,270823.1563,1,1,36,132,2.714455605,89,12.10000038,-39,0,-5.767910277,8.154166667,48.05416667,28815,65464,346430,39807,44333,201696,85762,72944,53316,17345,46897,67410,150643,29775,352811,5019
0,12476,604,837,7475079.5,2,3,40,136,0.503133535,101,14.89999962,-3,0,-0.030518044,10.42083333,48.05416667,15320,123504,450927,33701,19267,164298,208065,81798,54994,19283,96548,25393,159683,20586,268329,4782
0,11883,604,855,3107261,2,2,78,128,0.175006941,95,15,0,0,-1.556420233,10.6875,48.05416667,16340,135605,465474,31273,6392,144544,226502,62032,45386,6390,113541,10192,151639,40406,264055,2699
0,12307,567.5,851,626629.5,2,3,35,134,0.708384335,77,15.60000038,-1,0,-19.86724651,12.44583333,48.05416667,47404,243064,568455,25921,37563,17145,245715,32853,25168,7966,54701,22440,24711,30662,274365,15436
0,12701,72.5,836,,2,2,28,54,1.183202505,87,15.10000038,-3,0,-14.95384146,-4.354166667,48.04583333,15946,228929,439788,25066,63295,304024,119020,182617,129796,50510,375583,27157,522356,38801,869082,38768
0,12738,180,850,11321250,3,3,15,57,1.108089685,110,14.80000019,-7,0,-24.33813993,-3.645833333,48.04583333,35233,182893,389822,28260,22027,297483,66884,136032,81905,5742,329359,33483,472452,40008,845171,27836
0,6762,123,953,1400820.375,3,3,32,52,0.38858825,45,16.29999924,0,0,-6.179903868,2.295833333,48.04583333,40333,132528,133705,15841,49121,158910,90306,76443,35567,29000,63558,40334,139341,38428,674511,32177
0,8720,188,920,390095.0625,3,3,4,68,2.513271809,62,15.80000019,-7,0,-0.015259022,4.279166667,48.04583333,36364,29993,232572,22826,123068,186617,132228,120646,70976,36983,79389,80163,139111,36371,574336,36568
0,5826,189,959,1064356,3,4,100,61,0.188028276,62,17.60000038,-1,0,-0.503547723,7.345833333,48.04583333,7191,51927,322258,6889,8072,195582,91190,71340,4769,14234,71114,78772,182021,22985,396310,615
0,6635,189.5,961,9674974,4,5,82,65,0.188028276,62,17.60000038,0,0,-0.457770657,7.420833333,48.04583333,8476,50289,324213,7037,10499,195269,88904,69439,5436,10356,67061,80737,184134,17880,392017,5661
0,10770,202.5,968,24769796,3,3,151,97,3.929253101,59,17.70000076,-3,0,-13.06172274,7.645833333,48.04583333,22468,49016,330545,7531,6994,195316,83949,66238,20560,7316,56509,85555,172982,8204,379359,4936
0,10018,188,958,3366605,3,3,128,95,0.061874468,56,17.70000076,-13,0,-0.32043946,7.695833333,48.04583333,25990,49508,332044,8876,10547,195527,83272,66077,24208,10841,54591,87021,170622,9344,376594,8646
0,9960,220.5,957,26683126,4,4,181,98,3.415390015,,17.60000038,-6,0,-0.366216526,7.729166667,48.04583333,28125,49989,333062,10434,12966,195708,82911,66084,26650,13249,53419,88071,169075,10771,374760,10773
0,9254,211.5,981,48528144,3,3,838,101,0.882585049,56,17.79999924,-2,0,-1.174944686,7.804166667,48.04583333,33105,51496,335403,14883,18467,196234,82371,66434,32164,18734,51127,90633,165674,15019,370665,10730
0,18357,922.5,781,18126438,1,1,36,128,4.953456879,89,12.39999962,-25,0,,8.145833333,48.04583333,29137,64358,346942,39017,43761,200648,84712,73502,53135,16678,46475,68183,151754,30007,352571,5568
0,18880,953,778,270866.5938,1,1,36,131,4.205965042,89,12.19999981,-28,0,-59.76958877,8.154166667,48.04583333,28542,64765,347241,39626,44379,200796,84864,73774,52680,16466,46126,67574,151451,29428,352142,4949
0,17102,879,774,30898264,1,1,64,122,7.735409737,89,12.60000038,-16,0,-0.137331197,8.220833333,48.04583333,23826,68141,349658,40725,49326,202047,86238,76094,49172,15578,43552,62708,149091,24871,348732,86
0,16185,927.5,775,,2,1,277,119,2.473923683,79,12.5,-8,0,-3.265430686,8.354166667,48.04583333,14876,75426,354640,36433,53384,204897,89759,81434,43030,18262,39794,53024,144754,16471,342035,8470
0,12309,585,839,,2,3,59,136,3.038960457,73,15,-10,0,-11.24589914,10.30416667,48.04583333,7959,118083,445323,30843,27839,173017,199720,90513,61419,26799,90025,30624,155707,11941,269766,7792
0,11840,475.5,855,708408.8125,1,1,80,131,1.994611859,87,15.89999962,-1,0,-0.045777066,12.12916667,48.04583333,33527,221365,549707,47547,27711,38819,256164,45629,46809,27808,50371,33345,46400,18762,266760,7151
0,12050,498,849,1125949.125,2,3,50,134,1.596380353,49,15.80000019,-4,0,-9.582665751,12.27083333,48.04583333,38928,230846,558295,37760,29911,28924,251659,45068,37010,20442,50603,32642,36581,21489,269526,4954
0,12453,574.5,847,1630397,2,3,37,136,1.506498098,101,15.5,-3,0,-21.92721447,12.35416667,48.04583333,42996,236469,563373,32218,32761,23361,249170,39369,31464,14300,51758,27245,31021,25106,271339,10604
0,6962,59.5,950,2587142.5,4,4,40,47,0.36191076,62,16.39999962,0,0,-0.076295109,0.3875,48.0375,16998,142469,139693,4370,1417,237189,166516,156545,61253,1406,85239,71462,208966,17206,773845,17293
0,6864,135,960,6288646,4,4,39,53,0.458165169,45,16.29999924,-1,0,-21.21004044,2.3875,48.0375,46962,129143,137911,18411,44351,158268,89554,73593,41111,22137,64579,46968,139676,44223,670193,25304
0,8241,234.5,923,4115187.75,3,3,9,80,0.780683517,62,15.89999962,-6,0,-0.045777066,4.920833333,48.0375,55498,67505,273213,17521,103326,217413,105383,163400,83754,78577,37469,66728,115193,72790,546602,65773
1,8902,188,968,6880327.5,3,3,94,82,0.247733653,62,17.79999924,0,1,-2.578774701,7.545833333,48.0375,16046,47953,328503,9091,3553,194185,84892,68085,13701,3798,60133,83924,178529,9800,384336,2840
0,9254,186,978,13252634,4,5,103,85,0.451294392,,17.89999962,-1,1,-1.098649577,7.570833333,48.0375,17678,47879,329214,7909,3566,194209,84371,67780,15437,3919,58975,84493,177304,8655,382931,1476
0,10149,190,965,20069224,4,4,151,94,0.221451193,78.50999451,17.79999924,-2,0,-0.076295109,7.654166667,48.0375,22886,48157,331642,6747,7931,194420,82917,67122,21373,8267,55395,86647,173299,7379,378280,5696
0,9391,205,965,48260948,4,5,377,98,0.617567182,95,17.70000076,-2,0,-2.365148394,7.7625,48.0375,29905,49695,334935,11760,15583,194999,81703,67107,29250,15872,51498,90001,168284,11949,372307,11623
0,9229,232.5,982,10570149,3,3,838,102,0.681291282,95,17.79999924,-1,1,-4.821850919,7.845833333,48.0375,35606,51715,337570,17264,21668,195677,81309,67743,35362,21941,49199,90333,164584,17295,367772,12464
0,12375,543,863,1237288.25,2,2,127,136,1.156381249,71,16,-6,0,-60.16632334,12.55416667,48.0375,43159,244134,576153,21194,40890,13491,244581,27173,20485,1522,56449,15940,20016,36266,275369,9827
0,12492,62,847,288176.75,2,2,34,52,1.331422687,87,15,-13,0,-28.7785153,-4.454166667,48.02916667,22142,234904,447436,32727,69851,307434,126618,188766,136295,57785,383055,28233,530001,40001,871079,39961
0,7755,26,948,4730194.5,4,4,411,46,0.801330328,62,16.20000076,-1,0,,-1.7125,48.02916667,4781,100223,258584,1299,138317,324970,78942,79385,85532,92921,218041,131367,340169,7267,794635,2703
0,6314,125.5,986,48878.51172,4,4,11,49,0.249059558,45,16.29999924,-1,0,-4.211490043,1.604166667,48.02916667,12511,119831,119468,16963,90160,180104,116914,114700,38854,73459,51333,12441,155216,23711,713942,23202
0,6429,122,979,2311812.5,3,3,33,47,0.221579999,45,16.39999962,-1,0,-3.311207752,1.879166667,48.02916667,9950,123240,123529,8643,71860,170859,104795,98572,28664,59573,62411,9910,147717,16297,698603,15115
0,9181,390,917,7918002,2,2,16,77,0.740399957,62,15.60000038,-8,0,-9.338521401,5.454166667,48.02916667,16843,76918,300979,28531,65249,229572,96128,161847,76534,74168,20573,71926,108213,86354,512806,40264
1,8159,191,959,12941280,4,5,70,76,0.1383553,62,17.60000038,0,0,-0.335698482,7.504166667,48.02916667,14033,47317,328198,10968,5920,193260,84968,69605,11366,6000,61449,83952,181281,11580,386086,6045
0,9427,192,974,23775166,4,5,143,87,2.442419052,,17.79999924,-1,1,-1.159685664,7.579166667,48.02916667,17903,46944,330308,6794,4638,193295,83313,68607,16346,4999,57863,85568,177600,7541,381856,2250
0,9473,190,975,45979428,3,3,159,87,0.2187583,49.06999969,17.79999924,-1,1,-9.277485313,7.5875,48.02916667,18371,46944,330547,6463,4883,193309,83150,68522,16922,5254,57485,85768,177197,7220,381388,2324
0,9580,188,972,45979428,3,3,159,88,0.169071108,49.06999969,17.79999924,0,0,-3.982604715,7.595833333,48.02916667,18847,46951,330787,6176,5190,193325,82992,68444,17501,5566,57110,85972,176795,6939,380921,2552
0,9984,193,965,2916169.75,4,5,159,92,0.62640655,92,17.79999924,-2,0,-0.595101854,7.6375,48.02916667,21341,47114,332000,5617,7345,193436,82267,68133,20432,7707,55306,87048,174803,6312,378592,4855
0,9260,207,963,21152120,3,3,377,96,0.269609213,75,17.70000076,-2,0,-1.754787518,7.7625,48.02916667,29521,48804,335777,11273,15815,194077,80781,68032,29430,16117,50660,90828,169020,11412,371681,11413
0,9195,211.5,971,43471716,3,3,377,97,0.681574047,72.16000366,17.70000076,-2,0,-2.227817197,7.770833333,48.02916667,30089,48977,336036,11816,16411,194136,80719,68070,30036,16711,50396,91108,168646,11934,371224,11935
0,12759,678,836,,2,3,341,141,2.238681078,77,14.60000038,2,0,-33.98184176,10.22083333,48.02916667,4698,113418,442215,30679,26794,179348,193300,96836,67136,28067,86372,31411,154135,6300,269834,7572
0,12084,629,849,172059.4531,3,3,197,129,1.032165885,77,14.89999962,0,0,-3.692683299,10.75416667,48.02916667,12190,136886,471018,26920,11095,139876,230215,57410,46770,11088,117287,6696,147035,43490,260476,3017
0,12277,576,884,10920442,4,4,78,131,0.391816139,59,15.5,0,0,-0.137331197,11.67916667,48.02916667,12108,191084,523947,32404,41772,71776,274147,14059,74589,30645,61360,25057,79174,20316,258901,20145
0,5745,123.5,1016,32456.9082,4,5,267,65,0.110790431,32.79999924,18,0,0,,17.2875,48.02916667,16637,135324,748375,12503,47564,106138,346993,12766,47412,44847,202232,43305,339205,13838,158471,13858
0,7195,160.5,935,,3,3,7,63,2.835395098,62,16.39999962,1,0,-11.44426642,3.5375,48.02083333,19211,50296,187452,15025,71128,164800,111351,81380,55489,40828,111172,121785,160232,51204,611964,7275
0,7991,142.5,925,,3,3,4,62,1.116000414,62,16.29999924,-3,0,-0.671396963,4.029166667,48.02083333,33512,29587,215723,22717,104550,179322,131277,107002,62471,29895,89207,94000,149329,34755,588174,34921
0,6067,190,954,855666.6875,3,3,133,61,0.356758416,45,17.5,0,0,-1.266498817,7.345833333,48.02083333,9952,49326,324870,9521,9697,192809,88696,73924,7353,16520,69293,77804,180382,22156,394553,2168
1,6210,191,961,9280358,4,5,72,63,0.199575648,62,17.60000038,0,0,-0.427252613,7.379166667,48.02083333,10016,48485,325723,9160,11639,192647,87614,73063,7030,14213,67415,80147,182400,19760,392631,3332
0,9559,189.5,965,5619042,3,3,159,88,0.455232322,101,17.79999924,-1,0,-4.867627985,7.604166667,48.02083333,18776,46041,331881,5077,6305,192417,81940,69291,18417,6681,55997,87052,177102,5841,379845,3663
0,9721,191,964,6582724,4,5,159,89,0.1383553,69,17.70000076,-3,0,-2.792401007,7.620833333,48.02083333,19795,46099,332364,4730,7056,192459,81642,69163,19568,7432,55261,87475,176308,5480,378911,4413
0,9750,191,967,12181178,4,5,159,90,0.256126106,92,17.70000076,-4,0,-1.037613489,7.6375,48.02083333,20839,46191,332851,4695,7931,192510,81363,69056,20729,8301,54543,87912,175518,5386,377980,5348
0,9483,193.5,962,35757328,4,4,105,91,0.374459088,71,17.70000076,-7,0,-0.32043946,7.6875,48.02083333,24081,46664,334334,6285,10984,192713,80634,68868,24258,11329,52508,89315,173179,6664,375197,6666
0,9154,212.5,962,,3,3,579,95,0.858914435,95,17.70000076,-3,0,-1.159685664,7.754166667,48.02083333,28587,47744,336362,10288,15512,193097,79926,68926,29037,15829,50099,91384,170133,10393,371513,10394
0,9307,243,977,161702480,4,4,838,105,0.668885112,,17.70000076,-3,1,-0.823987182,7.845833333,48.02083333,34985,50005,339242,16655,22041,193839,79456,69577,35686,22334,47445,90631,166090,16608,366503,14196
0,19371,980.5,771,8151437.5,1,1,64,133,6.666495323,77,11.89999962,-16,0,-27.42046235,8.179166667,48.02083333,26067,63987,350573,40233,46479,198561,82675,77091,49431,13261,42782,66327,152997,26761,348849,4214
0,10679,702,805,36336184,3,3,113,94,0.607797623,64,14.10000038,-4,0,-0.106813153,8.529166667,48.02083333,5307,84269,363813,31757,56419,206733,93404,91690,34868,25944,35599,41391,142524,7911,331385,5088
0,10872,710.5,791,26692366,2,2,69,101,3.620540619,87,13.80000019,-25,0,-0.335698482,8.720833333,48.02083333,15694,96576,371594,35380,65116,212476,101691,101606,33483,38999,39202,28550,138488,16725,322350,7435
0,10796,691,791,10972450,2,2,132,104,3.460821152,79,14,-21,0,-26.30655375,8.770833333,48.02083333,19238,99874,373682,37181,66831,214110,104070,104355,34112,42533,40919,25446,137653,20083,320060,5506
0,10621,639,792,39826800,2,1,81,105,6.43953228,79,14.30000019,-21,0,-30.93003738,8.920833333,48.02083333,30127,108486,380083,37272,56021,219330,111657,112925,38185,53290,42515,17611,135714,22079,313366,6362
0,10500,583.5,820,59735464,3,4,98,107,0.701968193,117.2999954,15,-4,0,-2.639810788,9.504166667,48.02083333,37410,99123,406772,7907,18606,232532,145709,143299,70592,32252,46408,36855,136632,30830,290137,1498
0,10671,596,826,224336.4219,3,4,91,111,0.578678131,49,15,-3,0,-7.873655299,9.6375,48.02083333,30019,99593,413235,16953,15426,222649,154176,140155,79502,28464,52583,30054,138714,30692,285529,4743
0,12476,661.5,821,,2,1,39,131,2.663304329,77,14.69999981,-5,0,-29.38887617,9.970833333,48.02083333,20303,105012,429913,33203,21308,197948,176039,115439,82191,33040,71828,22690,146678,13350,275306,13888
0,12381,615.5,847,117678.3516,3,3,128,135,0.285939425,59,15,-1,0,-1.159685664,10.6375,48.02083333,20713,130368,465224,29825,10134,148601,221733,66131,50140,10140,112145,14758,155759,36874,261107,4331
0,12324,619,846,1635054.375,3,3,171,132,0.537510037,71,15,0,0,-1.037613489,10.6875,48.02083333,17160,132835,467965,27933,10027,144905,225232,62448,48913,10027,115350,11359,152070,40111,260409,3648
0,11460,597.5,853,1540726.125,1,1,209,123,1.275364637,,15.10000038,-4,0,-0.045777066,10.87916667,48.02083333,5882,142809,478579,24876,18655,130744,238714,48376,46699,18643,108450,6275,137943,42272,258232,5031
0,11894,661,854,,2,3,93,129,1.33899343,92,14.69999981,-3,0,-11.7799649,10.94583333,48.02083333,6276,146450,482309,25659,23004,125822,243427,43508,46922,22991,103995,6426,133034,37485,257664,7266
0,12291,536.5,878,7590594.5,2,3,271,131,1.009170771,77,15.69999981,-6,0,-24.62806134,11.9625,48.02083333,24043,209056,541326,42473,27531,51489,264329,33976,59446,27613,50250,33484,59043,20279,261307,1994
0,13831,377,846,3731753.75,3,5,47,141,0.127502084,69,16.39999962,-8,0,-0.076295109,12.8125,48.02083333,29060,244111,593142,19164,26070,19647,240471,19227,17553,19969,59950,16310,18773,23096,260711,5297
0,7236,83,1018,148645.1875,3,3,15,47,1.018725634,62,16.5,-4,0,-0.579842832,-0.479166667,48.0125,19733,130206,183981,15779,63124,289888,133922,142468,71367,63132,142530,109742,261409,21541,775833,21673
0,11009,410.5,898,,2,1,9,89,2.900509357,87,15.5,0,0,-32.79163806,6.0875,48.0125,32528,98301,306043,23874,21114,220149,105791,129471,36681,32534,57747,32704,117741,72058,470859,28414
0,9548,192,962,865783,4,5,159,89,0.14805226,69,17.70000076,-2,0,-4.562447547,7.620833333,48.0125,19297,45175,333217,3818,7775,191534,80741,70086,19921,8152,54513,88344,177021,4573,378302,4577
0,9163,241,981,109571984,4,4,838,103,0.611716688,95,17.79999924,1,1,-0.579842832,7.820833333,48.0125,32931,48441,339284,14616,20505,192692,78600,70254,34073,20813,47224,92089,167926,14551,367233,14551
0,9508,256,961,150935424,3,3,838,106,0.825222611,43,17.5,-5,1,,7.854166667,48.0125,35302,49406,340345,17025,22879,192999,78516,70584,36487,23180,46367,90184,166489,16930,365418,15279
0,15974,728,843,5706013.5,1,1,43,122,3.688766003,77,13.89999962,-50,0,-39.07835508,8.029166667,48.0125,36948,56032,346135,29866,35576,195141,79371,73657,49264,18861,43954,77417,159345,29692,356028,14741
0,11581,724.5,795,285527.0938,3,3,126,95,2.728545189,59,13.89999962,-11,0,-0.061036088,8.4375,48.0125,7663,78090,361012,31284,52292,203423,89167,88098,36672,19717,34900,48111,145761,9424,335148,3910
0,10800,604.5,828,3170849.5,3,4,91,113,1.917384863,69,14.89999962,-1,0,-14.16037232,9.6375,48.0125,30711,98671,413934,17232,14500,222727,153710,140226,79124,29366,51908,30747,139613,29776,284702,3871
0,11826,624,850,894616,3,4,299,127,0.223090529,73,14.89999962,-2,0,-1.937895781,10.8375,48.0125,8226,139930,476873,23959,16702,133933,235481,51593,47749,16691,110872,6256,141142,44374,257719,6576
0,6544,87,980,443993.9688,3,3,96,54,0.383842468,45,16.79999924,-1,0,-3.143358511,2.6625,48.00416667,64499,110317,145396,4778,33723,159004,91333,69411,59898,1524,72458,67156,143556,62755,658106,4891
0,6549,84,983,443993.9688,4,4,96,55,0.239101961,45,16.79999924,-1,0,-0.213626307,2.670833333,48.00416667,63901,109724,145698,5074,33663,158956,91347,69267,60430,1111,72670,67776,143606,63362,657667,4294
0,6337,194,960,6058785,4,5,72,64,0.159374148,45,17.60000038,0,0,-1.251239796,7.379166667,48.00416667,9263,46731,327461,11013,12779,190797,85940,74813,8882,15040,66203,79569,181336,19340,391460,4751
1,8092,193,966,14653214,4,5,88,76,0.1383553,45,17.60000038,0,0,-0.656137942,7.5125,48.00416667,12412,44482,331010,9254,7903,190476,82139,72194,13532,8085,58986,86798,182949,9753,383817,7087
1,8446,193,968,378905,4,5,99,79,0.23089695,62,17.70000076,0,0,-1.571679255,7.5375,48.00416667,13740,44298,331702,7503,7303,190475,81543,71843,14985,7555,57724,87296,181729,8047,382397,5926
0,9229,251,975,132523272,4,4,838,104,0.701365769,72.16000366,17.70000076,0,1,-0.122072175,7.820833333,48.00416667,32662,47581,340124,14408,20806,191772,77675,71175,34304,21123,46364,91409,168679,14296,366605,14295
0,9291,256,974,144851920,4,4,838,105,0.624106526,,17.70000076,0,1,-3.585870146,7.829166667,48.00416667,33259,47816,340387,15016,21389,191846,77646,71248,34902,21704,46135,90987,168319,14898,366149,14897
0,9594,270,958,136255520,3,4,838,108,0.772115827,43,17.39999962,-5,1,-0.869764248,7.854166667,48.00416667,35052,48562,341182,16847,23150,192081,77590,71500,36703,23459,45491,89738,167247,16711,364785,16150
0,17823,869,797,3192657.25,1,1,33,124,4.967347145,77,12.69999981,-14,0,-10.22354467,8.095833333,48.00416667,31917,58422,349255,34708,40622,195282,79354,76240,53079,14618,43107,72786,157619,32346,351859,10418
0,11075,723.5,809,17636490,2,1,126,94,3.157173395,71.97999573,14,-14,0,-36.20965896,8.470833333,48.00416667,5136,79622,363095,30023,52618,203425,89575,90350,34727,21260,33737,46107,145738,7172,332815,4124
0,10544,573.5,833,34367984,3,4,91,112,0.828914583,,15.10000038,-2,0,-0.671396963,9.654166667,48.00416667,30633,97881,415447,18712,13586,221575,154325,139067,79897,30021,52116,30671,140815,29083,283316,2673
0,11772,601,826,10512623,2,1,42,122,4.967129707,49,14.89999962,-4,0,-0.167849241,9.820833333,48.00416667,24928,100050,423690,30635,18908,209229,165235,126717,91460,30326,61561,24979,144380,24625,277978,12253
0,11869,624,854,215162.9531,2,3,43,129,2.134130001,71,14.89999962,-3,0,,11.02083333,48.00416667,11290,149441,487738,25948,23673,120540,248192,38521,49598,23519,98182,11282,127804,31612,255296,11643
0,12471,602,884,,3,3,173,135,1.041653872,92,15.30000019,-1,0,-0.061036088,11.62916667,48.00416667,15538,186467,522712,28873,43221,75983,278484,13172,73517,28801,61652,26709,83429,17222,255733,17155
0,12563,545.5,871,4398619.5,2,3,67,132,2.340722561,244,15.69999981,-5,0,-35.08049134,11.94583333,48.00416667,24110,207105,541436,40285,26452,53216,266549,33313,61209,26530,48946,35335,60800,19699,259245,4216
0,7096,89,948,129082.9141,2,1,26,48,1.32097888,62,16.10000038,-2,0,-1.663233387,0.429166667,47.99583333,17732,144725,142050,7284,6207,238014,161996,160106,58033,6211,80108,66070,209894,19230,769137,19326
0,6565,85,979,7135900,4,4,96,54,0.403365672,45,16.79999924,-1,0,-0.24414435,2.6625,47.99583333,64264,110590,144587,5629,32802,159928,92260,70312,60382,1187,73331,67144,144480,62571,658760,5202
0,7976,142.5,920,,3,3,6,62,0.742935658,62,16.29999924,-3,0,-0.061036088,3.9875,47.99583333,36344,32906,211582,19244,100718,180316,131638,106364,63595,32008,93132,98146,149585,37756,592290,35982
0,14108,688,817,1453328.125,2,1,19,105,18.1208725,110,13.39999962,-37,0,-1.297016861,7.020833333,47.99583333,28155,60307,320066,29303,19440,193361,99743,87905,28104,23672,87837,54365,159609,37708,411980,16402
0,6176,194,953,521238.0938,3,3,71,62,0.465096563,62,17.5,-2,0,-0.762951095,7.320833333,47.99583333,10093,47486,326860,12745,10739,190182,87093,77192,10602,18390,69008,75153,177252,23503,394261,5267
0,8845,229,971,1900496.375,3,3,839,96,0.541840196,95,17.70000076,-1,0,-1.785305562,7.770833333,47.99583333,28832,45439,339406,10580,17764,190447,77031,71769,31011,18103,47059,93326,171615,10462,368727,10462
