Risk,AI,Elevation,ET,GDP,GSH,GSS,Population,Precipitation,Slope,Soil_OC,Temperature,TWI,Urban,WTD,Longitude,Latitude,airport,Finishing_textiles,Firefighting_training,Landfill,Manufacture_articles,Manufacture_fabricated_metal,Manufacture_organic_basic,Manufacture_petroleum,Manufacture_plastics,Manufacture_pulp_paper,Manufacture_rubber,Military,PFAS_production,Sewerage,Tanning_dressing,WWTP
0,9500,61,841,1996906.5,4,5,96,78,0.223090529,89.76264954,15.69999981,-1,0,-4.516670481,5.404166667,51.12916667,6326,42378,7660,12534,22469,14410,13564,73008,9680,31916,38972,6418,75466,35388,297697,24152
0,9958,54.5,869,68044096,4,4,711,86,0.337454796,,16.60000038,-1,1,,6.9625,51.12916667,22444,11890,84689,6275,21315,12939,10016,30504,12002,15128,20902,16009,11408,4760,198650,4871
0,8808,84,821,,3,3,10,54,1.763271689,121.9380035,14.30000019,-2,0,-27.26787213,-1.545833333,51.12083333,14490,36087,288251,25602,125018,142063,131765,13283,233137,24937,66945,3616,256673,22913,767955,162681
0,9990,95,781,119265320,3,3,2286,57,3.499782085,33.92029953,14.19999981,-4,0,-17.24269474,0.254166667,51.12083333,27989,108778,162627,25582,25004,133665,214548,72819,181376,20307,53973,31712,259031,25636,644971,103119
1,9837,12.5,799,27770348,3,3,199,67,0.304954767,58.63402557,15.10000038,-2,0,-4.6692607,3.145833333,51.12083333,20849,19480,198,14445,25373,42643,41941,54206,13066,39098,30275,23168,83817,15561,448551,15539
1,9953,20,809,4034870.75,3,3,116,70,0.59444201,59.03074646,15.19999981,0,0,-12.49713893,3.295833333,51.12083333,30654,13695,514,15872,22388,32174,41262,46944,2924,30586,25280,12826,73497,16061,438436,16112
1,9118,6,864,22464952,5,5,576,76,0.207210928,55.21624756,16.20000076,-1,1,-1.541161212,3.7375,51.12083333,34329,13524,2360,1900,1599,1384,30397,36122,3964,1251,28503,18459,43489,8151,408723,8004
1,9077,5.5,866,34447292,5,5,911,75,0.306673527,69.28063202,16.20000076,-1,1,,3.745833333,51.12083333,34038,13149,2162,1333,1789,828,29825,36138,3406,1488,27929,19034,42933,8432,408163,8286
1,9044,5,869,34447292,5,5,664,75,0.414416373,,16.20000076,-1,1,,3.754166667,51.12083333,33755,12789,2111,789,2126,365,29253,36164,2857,1882,27355,19610,42378,8743,407604,8598
1,9082,4.5,868,38164332,5,5,774,76,0.335624784,57.14887238,16.20000076,-1,1,,3.7625,51.12083333,33479,12447,2217,379,2553,507,28682,36199,2324,2355,26782,20187,41824,9081,407044,8937
1,9148,6,862,43920700,5,5,944,76,0.301431686,60.98888397,16.20000076,0,1,-0.152590219,3.770833333,51.12083333,33212,12122,1796,584,3032,1028,28111,36243,1821,2868,26210,20763,41270,9442,406485,9300
1,9605,9.5,824,1000303.438,4,4,184,76,0.698492348,65.4577179,15.80000019,-1,0,-6.698710613,4.054166667,51.12083333,29332,7413,2802,4170,11737,20262,9476,25008,18300,11771,7619,38305,23262,23611,387492,17707
1,9779,32.5,820,10167628,4,3,184,77,0.706492305,58.65414047,15.69999981,-1,0,-25.54360266,4.104166667,51.12083333,25980,4211,389,4159,11967,16915,6877,22521,19413,12003,5322,35578,20421,20386,384147,17754
0,9548,13.5,835,18958090,4,4,403,75,1.110117674,73.64704895,15.89999962,-2,0,-11.45952544,4.195833333,51.12083333,19957,3569,340,3947,14717,11009,5708,18384,15087,14752,6096,30982,15894,14783,378018,14551
1,9530,2.5,833,23105290,4,4,171,75,0.570604682,,15.89999962,-2,0,-0.259403372,4.2125,51.12083333,18888,4541,408,4905,15451,10000,6220,17752,14465,15485,6897,30217,15215,13839,376904,13598
1,9575,2,818,3732602.5,4,4,206,74,0.573488832,64.19095612,15.80000019,0,0,-0.030518044,4.2625,51.12083333,15761,7778,374,8107,16237,7255,8558,16213,13052,16457,9749,28090,13577,11251,373565,10979
1,9307,7,844,59778128,5,5,898,76,0.199575648,,15.89999962,-1,1,-2.380407416,4.3375,51.12083333,11465,12883,1095,3986,11213,5216,13065,14541,12553,11413,11126,25472,12616,8649,368560,8344
1,9528,19,831,32672364,4,5,535,76,0.266130328,57.90124893,15.80000019,-1,0,-4.928664073,4.4125,51.12083333,8321,12575,602,3756,6533,7518,17969,14563,12566,6672,7791,23742,13735,8817,363559,8568
1,9493,17,831,32672364,4,5,578,76,0.20435667,70.70415497,15.80000019,-1,0,-0.045777066,4.420833333,51.12083333,8105,12437,311,4150,6069,7947,18525,14681,12425,6195,7556,23614,13975,9025,363004,8787
0,9496,18,833,54571656,5,5,585,77,0.313942313,77.38188171,15.80000019,-1,1,-0.732433051,4.454166667,51.12083333,7636,12154,578,6037,4499,9821,20763,15364,12127,4537,6692,23242,15121,10150,360783,9958
0,9498,7,825,20864694,4,5,516,75,0.1383553,73.14954376,15.69999981,-1,1,-3.21965362,4.504166667,51.12083333,8216,12554,2199,4220,3956,12911,24150,16943,12508,3770,3987,23117,17289,12475,357454,12343
1,9386,4.5,831,14758168,4,5,373,75,0.169071108,70.71435547,15.80000019,-1,1,-0.213626307,4.5375,51.12083333,9335,13333,318,1895,5112,15068,26423,18292,13277,4848,3187,22001,18955,13601,355237,13478
1,9401,5.5,828,26572850,4,5,373,74,0.37202847,61.66542435,15.80000019,-1,1,-3.814755474,4.545833333,51.12083333,9682,13583,702,1315,5518,15614,26993,18659,13525,5246,3227,21609,19392,13895,354682,13767
0,9303,4,836,15859061,4,4,264,73,0.334115237,65.80622101,16,-1,0,-0.259403372,4.654166667,51.12083333,15524,18269,526,3957,12171,17064,31630,24205,8630,11888,8676,17487,25604,18966,347482,18801
0,9302,6,837,15859061,4,4,264,73,0.429460764,63.78490067,16,0,0,-0.305180438,4.6625,51.12083333,16032,18708,578,4401,12725,16525,31062,24676,8103,12443,9219,17266,26111,19423,346929,19257
0,8883,16,881,4707721.5,4,4,187,75,0.306004524,56.42857361,16.5,-1,1,-0.549324788,4.9875,51.12083333,34070,38883,823,5565,35042,9757,10232,45077,980,34774,31489,14495,47232,31047,325409,31067
1,8891,19,882,4707721.5,3,3,187,75,0.236935854,85.24816132,16.5,-1,1,-0.808728161,4.995833333,51.12083333,33496,39437,552,6073,35620,10206,9802,45628,560,35352,32068,14287,47792,31413,324858,31430
1,8933,19.5,880,17026696,4,4,187,76,0.220924407,65.65609741,16.5,-1,1,-2.548256657,5.004166667,51.12083333,32922,39991,735,6593,36199,10667,9387,46179,586,35931,32646,14099,48353,31786,324308,31799
0,8936,20,881,17300606,4,4,187,76,0.157749221,64.75896454,16.5,-1,1,-2.716105898,5.0125,51.12083333,32348,40546,251,7122,36778,11140,8991,46732,1024,36510,33225,13933,48914,32166,323758,32175
0,9448,43.5,863,1128398.25,2,1,315,79,0.632023513,60.82107162,16.10000038,-1,0,-8.911268788,5.204166667,51.12083333,19281,50483,3761,5451,28451,8896,8513,59585,5884,40294,43447,16568,61919,42192,311134,28662
0,9509,50,862,1488027.375,2,1,343,80,0.607797623,61.27521133,16.10000038,-1,0,-9.903105211,5.2125,51.12083333,18722,50125,3195,5815,28059,8796,8363,60149,6130,39856,43146,16916,62488,42670,310587,28617
1,9703,50.5,859,35989796,3,4,343,81,0.455626428,75.51447296,16,-1,1,-10.91020066,5.2625,51.12083333,15407,48065,264,8456,25858,8994,8304,63539,6816,37312,41464,15448,65905,41347,307303,28590
0,8605,42,878,38632240,5,5,417,77,0.207210928,49.06999969,16.60000038,-1,0,-4.180972,6.779166667,51.12083333,18775,18079,71878,8767,12456,3454,7394,32639,16348,9340,33105,17221,17604,8424,210298,6108
0,8942,36.5,875,6795723.5,5,5,401,78,0.591042995,74.80999756,16.5,-1,0,-3.29594873,6.854166667,51.12083333,19718,14239,77112,4998,15684,6186,6171,30782,12979,10602,28450,15883,13729,4003,205700,3151
0,14835,451,750,283984.4063,1,1,44,86,12.77018929,79,13.89999962,-20,0,,8.279166667,51.12083333,47953,3931,176568,37960,33279,76050,100612,95470,73321,15572,51972,70356,91184,27171,127203,3205
0,9841,76,778,306342.0938,2,2,17,57,2.324893713,100.0932007,14.10000038,-7,0,-27.00846876,0.095833333,51.1125,20354,97885,173681,30662,33103,144625,225296,61999,182347,28188,45020,25087,265453,18251,655970,112768
0,9424,40.5,756,3946306.25,3,3,29,52,0.413403124,110.3069,14.60000038,-2,0,-0.656137942,0.9125,51.1125,17491,69483,116672,22103,17540,87835,169304,92235,138774,17369,88859,19695,232161,4817,600287,64677
1,9826,10,804,7334873.5,3,3,151,68,0.304954767,96.5166626,15.19999981,0,0,-0.518806744,3.220833333,51.1125,26020,15251,1143,15589,22756,37431,40345,51106,8117,35801,26585,18140,78814,15850,443732,15865
1,9886,8,829,6483766,4,4,145,74,0.14805226,57.92505264,15.60000038,-1,1,,3.4375,51.1125,36660,13589,1402,12181,20691,22322,42150,42162,7761,20676,23143,4458,63986,18368,429139,18377
0,9876,7,830,6483766,4,4,145,74,0.220924407,68.4895401,15.60000038,-1,1,,3.445833333,51.1125,36923,13855,990,11929,20110,21741,42327,41889,8316,20095,23199,4137,63419,17823,428578,17830
0,9899,7,829,6188158.5,4,4,145,74,0.14805226,56.44429398,15.60000038,-1,0,,3.454166667,51.1125,37193,14141,820,11701,19528,21161,42511,41621,8874,19513,23270,3876,62851,17280,428018,17286
0,9181,6,863,29417922,5,5,897,76,0.317601442,61.57152176,16.20000076,0,1,-1.647974365,3.729166667,51.1125,33839,13250,1570,1931,725,2295,31145,37042,4825,430,28944,18045,44323,7062,409536,6915
1,9122,6,869,29417922,5,5,916,76,0.353505731,59.2879982,16.20000076,0,1,,3.7375,51.1125,33534,12840,1588,1821,701,1833,30576,37048,4300,399,28367,18616,43770,7339,408976,7192
0,9171,6,862,40732744,5,5,944,77,0.328602523,72.78543091,16.20000076,0,1,-4.119935912,3.7875,51.1125,31864,10724,343,2071,3809,2476,27171,37279,1985,3771,24911,22050,40470,9591,405621,9457
1,9208,7,854,15927386,5,5,932,77,0.451473773,62.66030502,16.10000038,0,1,-4.394598306,3.795833333,51.1125,31615,10444,250,2553,4383,2994,26605,37349,1971,4351,24336,22624,39923,10036,405062,9905
1,9428,5,833,33365868,5,5,337,77,0.227184013,69.25698853,15.89999962,0,1,-4.562447547,3.9875,51.1125,28700,12142,786,2266,12152,16150,13967,29198,13760,12177,11304,35894,27725,22101,392218,19562
1,9446,4.5,833,32543646,5,5,337,78,0.131052047,55.66128922,15.89999962,0,1,-3.997863737,4.0125,51.1125,28762,10466,2096,1766,11448,17890,12432,27824,15489,11477,9675,37630,26218,23777,390544,19086
0,9454,5,832,32543646,5,5,278,77,0.087503679,54.93684387,15.89999962,0,1,-3.692683299,4.020833333,51.1125,28807,9912,2647,1950,11264,18470,11933,27375,16066,11294,9142,38209,25723,24078,389986,18960
1,9480,7,836,16362747,4,4,353,76,1.063323021,59.19949341,15.89999962,-1,0,,4.1625,51.1125,22461,3167,93,3494,12633,13500,6261,20511,17217,12669,4078,31933,18089,17236,380513,17010
1,9504,9,837,14747628,4,4,384,76,1.378329396,60.60009003,15.89999962,0,0,,4.170833333,51.1125,21925,3305,670,3661,12947,12985,6262,20155,16858,12983,4334,31516,17709,16748,379956,16519
1,9495,0.5,834,5652490,4,4,185,75,0.437510222,61.5776329,15.89999962,-1,0,-0.305180438,4.195833333,51.1125,20331,4205,472,4588,13992,11478,6581,19156,15862,14027,5415,30298,16639,15325,378287,15084
1,9448,0.5,832,6862794.5,5,5,252,75,0.24989976,,15.89999962,-2,0,,4.2125,51.1125,19282,5056,294,5434,14763,10514,7030,18550,15272,14796,6303,29516,15992,14416,377174,14165
0,9291,0,838,5610517,5,5,342,74,0.097832069,100.7013016,15.89999962,-2,1,,4.3125,51.1125,13393,11388,661,5895,12627,6334,11953,15835,13407,12848,12037,25447,13627,10114,370500,9811
1,9283,1.5,840,32149332,5,5,953,74,0.416996837,106.1167145,15.89999962,-1,1,-0.091554131,4.320833333,51.1125,12951,11948,86,5463,12061,6216,12452,15688,13404,12281,11538,25166,13574,9894,369945,9589
1,9293,7,841,47912396,5,5,981,74,0.420437932,70.99424744,15.89999962,-1,1,-0.473029679,4.329166667,51.1125,12520,12510,344,5062,11497,6152,12958,15561,13427,11714,11048,24895,13546,9703,369389,9398
1,9397,10.5,840,48761228,4,5,897,76,0.293203324,61.05639267,15.89999962,-1,1,-0.549324788,4.3625,51.1125,10938,13090,1441,3934,9262,6435,15037,15263,13103,9468,9194,23925,13680,9274,367167,8975
0,9432,14,837,31620022,4,5,501,76,0.552522779,63.19717789,15.89999962,-1,1,-1.693751431,4.370833333,51.1125,10585,12800,1161,3825,8711,6633,15567,15244,12810,8912,8766,23712,13775,9255,366612,8961
0,9445,3.5,826,17238708,5,5,388,75,0.220924407,76.27648926,15.80000019,-1,1,,4.529166667,51.1125,9808,12249,813,2606,4038,14883,26063,18684,12194,3769,4164,22332,19169,14156,356072,14043
1,9386,3,827,19069170,4,5,419,73,0.2187583,76.19322968,15.80000019,-1,1,,4.554166667,51.1125,10770,13048,202,1096,5408,16487,27759,19744,12986,5124,4255,21936,20440,14989,354410,14861
0,9305,7.5,837,29218796,4,4,264,74,0.144502312,75.66794586,16,-1,0,-5.371175708,4.654166667,51.1125,16000,17667,519,3395,11915,17431,31440,24766,8290,11636,9058,18342,26074,19560,347769,19398
0,8878,15,881,12968108,5,5,187,76,0.376362413,73.87560272,16.5,-1,1,-0.381475547,4.9875,51.1125,34229,38607,718,6090,34957,10384,9648,45384,952,34691,31599,13641,47492,30329,325710,30344
1,8886,19.5,884,29460746,3,3,187,76,0.333200574,73.80451202,16.5,-1,1,-5.416952773,5.004166667,51.1125,33086,39723,668,7041,36117,11244,8747,46480,537,35851,32753,13219,48607,31086,324611,31094
0,9412,47.5,869,2752200,3,2,341,79,0.854292393,57.82976913,16.10000038,-1,0,-11.0780499,5.204166667,51.1125,19556,51214,3685,4738,27779,9805,9403,59820,5041,39694,42660,15827,62120,41668,311447,29585
0,8437,30,846,5793583.5,5,5,176,73,0.227184013,54.50907135,16,-1,0,-6.683451591,5.795833333,51.1125,20876,41600,3319,6146,17782,40606,39848,87490,24272,17679,31544,23220,83454,17949,272884,6147
0,9587,7,782,1803293.375,4,5,121,64,0.14805226,58.61210251,14.89999962,0,0,-1.297016861,2.979166667,51.10416667,12892,28381,1715,11787,30758,49998,43954,44044,16948,37751,37391,22855,95599,11416,460273,12403
0,9848,14,804,11357010,3,3,151,68,0.710148871,67.2011261,15.19999981,0,0,-8.300907912,3.220833333,51.10416667,26382,14521,245,16514,21857,37477,39420,51783,8440,35808,25786,18347,78985,16776,443974,16790
0,9881,11,832,22986146,3,3,145,74,0.301431686,62.31246948,15.60000038,-2,1,-10.45243,3.445833333,51.10416667,36102,13047,566,12598,20103,21816,41447,42711,8632,20104,22278,4959,63628,17516,428826,17531
1,9868,10.5,833,17179964,3,3,145,74,0.285101473,60.81723785,15.60000038,-3,1,-9.903105211,3.454166667,51.10416667,36379,13350,110,12175,19521,21237,41635,42449,9170,19523,22352,4744,63063,16964,428265,16977
0,9983,5,822,3189840.25,4,4,145,73,0.114543729,59.85886383,15.69999981,-1,0,-5.050736248,3.504166667,51.10416667,38184,15506,3518,9981,16031,17769,42913,41011,12485,16034,23099,4919,59675,13698,424903,13700
1,9301,6,857,35463752,5,5,857,76,0.362261564,56.13681793,16.10000038,0,1,,3.7125,51.10416667,33705,13515,213,830,1508,3778,32480,37981,6275,1606,29999,17128,45719,5750,410909,5603
1,9263,5,861,35268956,5,5,944,76,0.293203324,58.64826202,16.20000076,0,1,,3.720833333,51.10416667,33378,13062,486,1379,942,3318,31913,37970,5765,1096,29420,17690,45168,5975,410350,5827
0,9244,7,868,39835352,5,5,929,76,0.458692878,65.17489624,16.20000076,0,1,,3.729166667,51.10416667,33058,12620,865,1102,422,2903,31347,37968,5269,705,28841,18253,44618,6245,409791,6099
1,9109,4.5,878,37860884,4,4,649,77,0.524714231,64.98612976,16.29999924,-1,1,-0.610360876,3.745833333,51.10416667,32440,11771,542,1033,888,2300,30216,37990,4342,1059,27683,19383,43521,6903,408673,6760
1,9062,7,883,37860884,4,4,944,77,0.452385426,89.53764343,16.29999924,-1,1,-6.591897459,3.754166667,51.10416667,32142,11368,276,1418,1453,2177,29652,38015,3926,1565,27104,19949,42973,7279,408114,7139
0,9419,5,834,34843044,5,5,337,77,0.1383553,73.97194672,16,0,1,,3.979166667,51.10416667,27776,11561,409,2189,11639,15672,14913,30223,13354,11662,11594,35424,28692,21292,393039,20626
0,9411,4,837,28860044,5,5,337,77,0.286820173,68.74041748,16,0,1,,4.004166667,51.10416667,27804,11321,1384,863,10808,17402,13411,28862,15063,10835,9911,37155,27201,22986,391366,20125
1,9366,4,839,13954553,5,5,337,76,0.271327913,65.75473022,16,0,1,,4.0125,51.10416667,27838,10780,1962,867,10581,17980,12924,28418,15634,10609,9354,37733,26710,23552,390809,19988
1,9561,2,825,8794554,4,3,275,76,0.134805351,62.792099,15.80000019,-1,1,,4.120833333,51.10416667,25505,4727,1439,4853,10513,16519,7856,23104,19834,10550,3143,33498,20768,20201,383566,19748
0,9472,4,833,8525535,5,5,331,76,0.207210928,67.10017395,15.89999962,-2,0,,4.145833333,51.10416667,23894,4113,1439,4362,11246,14961,7325,21962,18671,11282,2868,32164,19555,18716,381896,18488
0,9466,3,827,4415963,4,4,252,75,0.565472007,128.2706146,15.80000019,-3,0,,4.279166667,51.10416667,15793,9530,1477,8309,14753,8063,10647,17471,14576,14991,10118,25904,14973,12028,372997,11736
0,9397,4.5,832,11086804,5,5,252,74,0.286820173,99.74233246,15.80000019,-2,0,-2.41092546,4.295833333,51.10416667,14880,10594,2029,7382,13601,7572,11533,17065,14409,13836,11240,25255,14717,11451,371886,11152
1,9288,4,842,39965380,5,5,891,74,0.593738317,59.74447632,15.89999962,-1,1,,4.329166667,51.10416667,13171,12775,382,5790,11302,7077,13431,16469,13747,11533,10567,24074,14472,10591,369664,10285
1,9282,3,843,50938924,4,5,1018,75,0.312387675,65.78404999,16,-1,1,,4.3375,51.10416667,12774,13327,284,5475,10729,7068,13925,16369,13367,10959,10063,23805,14469,10446,369109,10141
0,9290,2.5,843,38571536,4,5,1028,75,0.508526385,64.29064178,16,-1,1,,4.345833333,51.10416667,12392,12979,832,5205,10157,7107,14427,16288,13002,10385,9568,23548,14489,10331,368554,10028
1,9356,4.5,840,38571536,4,5,1159,75,0.591622114,76.51049042,15.89999962,0,1,,4.354166667,51.10416667,12026,12633,914,4990,9587,7193,14934,16228,12653,9813,9083,23303,14532,10249,367999,9947
1,9423,13,839,58187128,4,5,1481,76,0.236186266,65.98246002,15.89999962,0,1,-1.12916762,4.370833333,51.10416667,11347,11996,1455,4746,8451,7499,15963,16170,12009,8672,8151,22848,14687,10181,366889,9887
0,9449,4.5,827,12711639,5,5,495,75,0.291484594,71.10984039,15.69999981,0,1,,4.520833333,51.10416667,10376,11168,1901,3519,2979,14776,25744,19132,11114,2704,5188,21347,19442,14592,356909,14448
0,9469,3.5,823,15490928,5,5,513,75,0.131255388,64.60365295,15.80000019,0,1,,4.529166667,51.10416667,10626,11407,1629,3028,3440,15289,26303,19448,11350,3158,5081,21412,19835,14998,356355,14877
0,9375,6,830,14211523,5,5,373,73,0.245361567,56.87073517,15.89999962,-1,0,-3.78423743,4.6125,51.10416667,14233,14874,2704,841,8871,20464,31936,23185,10905,8593,7215,20428,24184,18153,350822,18005
0,8936,21.5,884,19951088,4,5,161,75,0.299877048,63.59262085,16.5,0,1,-0.625619898,5.054166667,51.10416667,29877,42857,281,7667,35365,14586,5754,50080,63,39283,36337,11607,52217,32860,321622,32843
0,8610,41,836,4846692,4,5,176,75,0.392541587,63.93177414,15.80000019,-1,0,-0.091554131,5.6875,51.10416667,16767,41432,4350,6903,23947,33597,32810,92956,24711,24619,35457,16835,90895,24607,280240,11204
1,8437,32,842,20154064,5,5,176,74,0.244610429,56.94956207,15.89999962,0,0,-3.692683299,5.754166667,51.10416667,19895,41933,321,7223,20703,38039,37265,89969,25596,20599,32439,20725,86258,20778,275927,7223
0,8424,29,845,22601656,5,5,176,74,0.18825376,48.84278488,16,0,0,-3.967345693,5.7875,51.10416667,21230,42373,2635,5635,18801,40278,39510,87752,24651,18699,31083,22136,83941,19002,273774,5635
0,8651,42,883,26225760,5,5,416,77,0.394435167,69,16.60000038,-1,1,-1.510643168,6.804166667,51.10416667,20772,15578,73615,8561,14938,5555,8309,30230,13810,11296,31455,18377,15109,7103,209651,3721
0,9284,44,882,3780967,5,5,711,81,0.408027351,92,16.70000076,-1,0,-0.152590219,6.929166667,51.10416667,23510,9837,82342,6903,20864,11646,10111,27908,9330,15178,23988,18017,9320,1630,202050,1803
0,11226,204.5,782,,3,3,14,63,1.956259727,84.62849426,13.5,-4,0,-40.00915541,-2.1875,51.09583333,31347,71213,333104,13703,80646,99191,93943,48970,262446,35057,84268,24667,249348,40017,812406,163557
0,9205,78,812,5231879.5,3,3,13,54,1.271760464,97.12670135,14.39999962,-2,0,-19.59258412,-1.329166667,51.09583333,16298,27104,273190,23201,122702,155818,146779,2992,221513,18404,51572,17834,264243,14999,753698,161575
0,8898,9.5,767,5137280,3,5,185,54,0.518522024,,14.39999962,,1,-6.179903868,2.579166667,51.09583333,5178,48376,315,6979,44362,22445,61210,16975,39772,45752,57605,5146,123360,16307,487536,15663
1,8869,8.5,772,25635522,3,5,192,54,0.338165104,,14.39999962,0,1,-5.111772335,2.5875,51.09583333,4600,47995,318,6397,44657,23004,60756,17503,39222,45950,57661,4567,122784,16783,486972,16174
1,8842,8,775,14552511,3,5,192,54,0.363272637,,14.39999962,0,1,-4.440375372,2.595833333,51.09583333,4024,47617,315,5815,44959,23564,60304,18033,38673,46155,57722,3989,122207,17265,486408,16690
0,8652,7.5,795,4384146.5,3,5,194,55,0.554236054,68.6085434,14.60000038,-1,1,-1.266498817,2.620833333,51.09583333,2314,46510,2012,4070,45895,25249,58964,19643,37032,46808,57941,2268,120478,18746,484718,18261
1,9282,1,785,3046389.5,5,5,65,62,0.140749007,67.89504242,14.69999981,0,0,-0.015259022,2.895833333,51.09583333,11654,33511,242,13486,34668,44106,46080,38154,20202,38438,41756,17001,101491,13032,466135,13725
0,9517,6.5,785,13435128,4,5,121,64,0.177699968,53.18025589,14.80000019,0,0,-0.839246204,2.9625,51.09583333,13084,29114,909,12841,31002,48720,43671,42736,16911,37093,37812,21655,96899,12260,461635,13198
1,9487,7.5,788,32490788,4,5,121,64,0.331051946,55.10372162,14.89999962,0,0,-2.075226978,2.970833333,51.09583333,13366,28571,690,12763,30563,49297,43396,43309,16546,36963,37331,22237,96325,12284,461073,13246
0,9544,18,798,7291053.5,4,4,169,65,0.235609725,54.30510712,14.89999962,0,0,-7.461661707,3.020833333,51.09583333,15414,25344,3422,12828,28039,51473,41879,46757,14654,36372,34509,25728,92885,12988,457700,14044
1,9802,11,806,9083098,5,5,151,68,0.239101961,60.30780411,15.19999981,-1,0,-0.457770657,3.204166667,51.09583333,25727,14613,99,17078,21291,38705,38595,53254,9884,36999,25631,19713,80307,17690,445340,17697
0,9852,11.5,834,12353123,3,3,145,74,0.266130328,53.93733597,15.69999981,-1,1,-9.369039445,3.454166667,51.09583333,35569,12578,1034,11547,19558,21354,40761,43280,9548,19576,21435,5631,63287,16693,428515,16714
0,9473,5,847,15140436,4,4,300,75,0.202190563,50.4407959,16,0,1,-2.89921416,3.6625,51.09583333,35092,15956,3426,2799,5118,7275,36090,39153,9833,5207,27612,14123,49324,4730,414521,4623
1,9420,5,853,27492940,4,4,410,76,0.114543729,59.90658188,16,0,1,,3.679166667,51.09583333,34352,14934,2308,1677,3996,6242,34958,39037,8772,4111,28372,15203,48221,4492,413403,4362
1,9433,4,852,40021732,5,5,552,76,0.190643191,55.70792007,16.10000038,0,1,,3.6875,51.09583333,33991,14432,1772,1148,3445,5744,34393,38992,8252,3580,28763,15748,47671,4482,412843,4345
1,9435,5,853,40021732,5,5,789,76,0.190419883,55.56735229,16.10000038,0,1,,3.695833333,51.09583333,33636,13936,1275,708,2907,5263,33828,38955,7740,3066,29160,16295,47121,4548,412284,4405
1,9268,5.5,866,49452200,5,5,944,76,0.183007911,120.8000793,16.20000076,0,1,-4.379339284,3.720833333,51.09583333,32612,12491,488,1227,1503,3986,32137,38897,6280,1797,29348,17950,45477,5152,410607,5005
1,9192,5.5,871,36897576,5,5,705,76,0.247733653,,16.29999924,0,1,,3.729166667,51.09583333,32284,12028,867,646,1244,3648,31575,38895,5828,1590,28767,18505,44931,5463,410049,5319
1,9133,6,875,36897576,5,5,818,77,0.384997308,163.742218,16.29999924,0,1,,3.7375,51.09583333,31964,11575,1255,71,1231,3376,31013,38901,5402,1581,28186,19062,44385,5817,409490,5675
1,9060,6,882,34336188,5,5,812,78,0.382969946,94.04285431,16.39999962,-1,1,-1.037613489,3.754166667,51.09583333,31346,10707,679,1102,1866,3101,29892,38940,4650,2117,27025,20180,43297,6621,408372,6486
1,9144,5.5,858,7841391.5,4,4,781,77,0.319970608,,16.20000076,0,1,-0.274662394,3.795833333,51.09583333,29944,8840,1812,3837,4499,4123,27105,39188,3817,4613,24123,22994,40595,8984,405579,8865
1,9320,7,841,20637812,4,4,207,77,0.245361567,58.14665985,16,0,1,-5.081254292,3.829166667,51.09583333,28986,7821,87,5514,6771,5924,24895,39477,4595,6849,21803,25261,38454,11064,403345,10955
0,9367,6,839,13957875,5,5,207,77,0.266229987,56.68927002,16,0,1,-3.891050584,3.8375,51.09583333,28771,7656,552,6001,7344,6427,24346,38972,4944,7416,21223,25829,37923,11598,402787,11492
1,9308,3.5,843,28100220,5,5,337,77,0.267127186,77.74878693,16,0,1,,4.0125,51.09583333,26914,11162,2241,317,9725,18116,13461,29030,15833,9752,9117,37858,27225,23359,391075,20893
1,9348,4,842,28100220,5,5,329,77,0.207210928,77.99964142,16,0,1,,4.020833333,51.09583333,26961,10645,2764,885,9507,18690,13002,28600,16398,9536,8549,38433,26748,23930,390518,20779
1,9356,4,841,22018834,5,5,224,77,0.363272637,54.27171326,16,-1,1,,4.029166667,51.09583333,27021,10135,2922,1464,9321,19264,12553,28176,16964,9351,7982,38172,26275,24502,389961,20679
1,9546,5,829,32959728,5,5,331,77,0.183007911,99.25961304,15.80000019,-3,1,-3.204394598,4.129166667,51.09583333,25334,5314,346,5502,9888,16427,8516,23417,20130,9925,2061,32463,21025,20197,383279,19968
0,9525,4,825,19329454,5,5,252,74,0.395840138,90.96575165,15.80000019,-1,0,-1.586938277,4.229166667,51.09583333,19188,7155,597,7538,14366,10874,9212,19673,16453,14397,6507,27359,17057,14874,376606,14601
1,9515,6,829,23271728,5,5,252,75,0.529792309,103.4079819,15.80000019,-1,0,-3.875791562,4.2375,51.09583333,18703,7583,404,7964,14827,10489,9502,19442,16244,14857,7065,26972,16815,14494,376051,14217
1,9513,5.5,828,23271728,5,5,252,75,0.420437932,77.54656982,15.80000019,-1,1,-2.624551766,4.245833333,51.09583333,18222,8031,208,8409,15296,10122,9818,19225,16054,15326,7627,26592,16590,14128,375495,13847
0,9525,2.5,826,23110836,5,5,252,75,0.223090529,126.5091629,15.80000019,-1,1,,4.2625,51.09583333,17281,8972,749,8993,15822,9453,10517,18783,15731,16070,8759,25855,16193,13441,374384,13152
1,9490,2,825,23110836,5,5,252,75,0.131052047,98.632164,15.80000019,-1,1,-0.061036088,4.270833333,51.09583333,16820,9462,441,8568,15242,9156,10897,18550,15599,15489,9328,25498,16022,13122,373829,12830
1,9306,1,841,19480580,5,5,323,75,0.310927719,72.16136932,16,-1,1,,4.3375,51.09583333,13476,12641,287,6178,10601,7994,14426,17285,12669,10844,9622,22983,15395,11351,369387,11046
